,fiyat,il,ilce,mahalle,Net,OdaSayısı,BinanınYASI,BulunduguKAT,BinadakiKatSAYISI,IsıtmaTıpı,BanyoSAYISI
1206,"495,000",0,0,8,10,1,3,4,3,2,1
1207,"350,000",0,0,6,8,1,5,1,3,1,0
1208,"365,000",0,0,0,4,0,0,1,3,1,0
1209,"335,000",0,0,12,2,0,4,7,0,3,0
1210,"320,000",0,0,0,7,1,5,2,1,1,0
1211,"340,000",0,0,7,9,1,4,2,1,1,0
1212,"430,000",0,0,15,7,1,0,0,4,1,0
1213,"350,000",0,0,10,9,1,5,1,1,1,0
1214,"358,000",0,0,7,12,1,4,2,1,1,0
1215,"360,000",0,0,3,11,1,2,0,5,2,0
1216,"370,000",0,0,3,14,1,4,2,1,1,0
1217,"265,000",0,0,8,13,1,5,3,2,1,0
1218,"420,000",0,0,10,11,1,0,1,4,1,0
1219,"225,000",0,0,14,1,0,0,2,1,1,0
1220,"360,000",0,0,4,11,1,0,2,4,1,0
1221,"425,000",0,0,5,16,1,2,6,4,4,0
1222,"465,000",0,0,2,15,2,1,7,0,0,1
1223,"265,000",0,0,16,3,0,3,9,2,1,0
1224,"450,000",0,0,12,17,3,5,7,0,0,1
1225,"400,000",0,0,0,4,1,0,5,4,1,0
1226,"258,000",0,0,1,10,1,1,0,1,1,0
1227,"290,000",0,0,4,6,1,5,5,4,1,0
1228,"325,000",0,0,10,5,1,3,8,4,1,0
1229,"415,000",0,0,13,11,1,0,0,5,4,0
1230,"325,000",0,0,9,10,1,0,8,4,1,0
1231,"286,000",0,0,1,11,1,0,5,4,2,0
1232,"469,000",0,0,0,8,1,0,4,4,2,0
1233,"270,000",0,0,11,11,1,4,6,2,1,0
1234,"188,000",0,0,14,0,0,0,9,0,1,0
1235,"350,000",0,0,1,11,1,2,2,4,1,0
1236,"495,000",0,0,8,10,1,3,4,3,2,1
1237,"350,000",0,0,6,8,1,5,1,3,1,0
1238,"365,000",0,0,0,4,0,0,1,3,1,0
1239,"335,000",0,0,12,2,0,4,7,0,3,0
1240,"320,000",0,0,0,7,1,5,2,1,1,0
1241,"340,000",0,0,7,9,1,4,2,1,1,0
1242,"430,000",0,0,15,7,1,0,0,4,1,0
1243,"350,000",0,0,10,9,1,5,1,1,1,0
1244,"358,000",0,0,7,12,1,4,2,1,1,0
1245,"360,000",0,0,3,11,1,2,0,5,2,0
1246,"370,000",0,0,3,14,1,4,2,1,1,0
1247,"265,000",0,0,8,13,1,5,3,2,1,0
1248,"420,000",0,0,10,11,1,0,1,4,1,0
1249,"225,000",0,0,14,1,0,0,2,1,1,0
1250,"360,000",0,0,4,11,1,0,2,4,1,0
1251,"425,000",0,0,5,16,1,2,6,4,4,0
1252,"465,000",0,0,2,15,2,1,7,0,0,1
1253,"265,000",0,0,16,3,0,3,9,2,1,0
1254,"450,000",0,0,12,17,3,5,7,0,0,1
1255,"400,000",0,0,0,4,1,0,5,4,1,0
1256,"258,000",0,0,1,10,1,1,0,1,1,0
1257,"290,000",0,0,4,6,1,5,5,4,1,0
1258,"325,000",0,0,10,5,1,3,8,4,1,0
1259,"415,000",0,0,13,11,1,0,0,5,4,0
1260,"325,000",0,0,9,10,1,0,8,4,1,0
1261,"286,000",0,0,1,11,1,0,5,4,2,0
1262,"469,000",0,0,0,8,1,0,4,4,2,0
1263,"270,000",0,0,11,11,1,4,6,2,1,0
1264,"188,000",0,0,14,0,0,0,9,0,1,0
1265,"350,000",0,0,1,11,1,2,2,4,1,0
1266,"495,000",0,0,8,10,1,3,4,3,2,1
1267,"350,000",0,0,6,8,1,5,1,3,1,0
1268,"365,000",0,0,0,4,0,0,1,3,1,0
1269,"335,000",0,0,12,2,0,4,7,0,3,0
1270,"320,000",0,0,0,7,1,5,2,1,1,0
1271,"340,000",0,0,7,9,1,4,2,1,1,0
1272,"430,000",0,0,15,7,1,0,0,4,1,0
1273,"350,000",0,0,10,9,1,5,1,1,1,0
1274,"358,000",0,0,7,12,1,4,2,1,1,0
1275,"360,000",0,0,3,11,1,2,0,5,2,0
1276,"370,000",0,0,3,14,1,4,2,1,1,0
1277,"265,000",0,0,8,13,1,5,3,2,1,0
1278,"420,000",0,0,10,11,1,0,1,4,1,0
1279,"225,000",0,0,14,1,0,0,2,1,1,0
1280,"360,000",0,0,4,11,1,0,2,4,1,0
1281,"425,000",0,0,5,16,1,2,6,4,4,0
1282,"465,000",0,0,2,15,2,1,7,0,0,1
1283,"265,000",0,0,16,3,0,3,9,2,1,0
1284,"450,000",0,0,12,17,3,5,7,0,0,1
1285,"400,000",0,0,0,4,1,0,5,4,1,0
1286,"258,000",0,0,1,10,1,1,0,1,1,0
1287,"290,000",0,0,4,6,1,5,5,4,1,0
1288,"325,000",0,0,10,5,1,3,8,4,1,0
1289,"415,000",0,0,13,11,1,0,0,5,4,0
1290,"325,000",0,0,9,10,1,0,8,4,1,0
1291,"286,000",0,0,1,11,1,0,5,4,2,0
1292,"469,000",0,0,0,8,1,0,4,4,2,0
1293,"270,000",0,0,11,11,1,4,6,2,1,0
1294,"188,000",0,0,14,0,0,0,9,0,1,0
1295,"350,000",0,0,1,11,1,2,2,4,1,0
1296,"495,000",0,0,8,10,1,3,4,3,2,1
1297,"350,000",0,0,6,8,1,5,1,3,1,0
1298,"365,000",0,0,0,4,0,0,1,3,1,0
1299,"335,000",0,0,12,2,0,4,7,0,3,0
1300,"320,000",0,0,0,7,1,5,2,1,1,0
1301,"340,000",0,0,7,9,1,4,2,1,1,0
1302,"430,000",0,0,15,7,1,0,0,4,1,0
1303,"350,000",0,0,10,9,1,5,1,1,1,0
1304,"358,000",0,0,7,12,1,4,2,1,1,0
1305,"360,000",0,0,3,11,1,2,0,5,2,0
1306,"370,000",0,0,3,14,1,4,2,1,1,0
1307,"265,000",0,0,8,13,1,5,3,2,1,0
1308,"420,000",0,0,10,11,1,0,1,4,1,0
1309,"225,000",0,0,14,1,0,0,2,1,1,0
1310,"360,000",0,0,4,11,1,0,2,4,1,0
1311,"425,000",0,0,5,16,1,2,6,4,4,0
1312,"465,000",0,0,2,15,2,1,7,0,0,1
1313,"265,000",0,0,16,3,0,3,9,2,1,0
1314,"450,000",0,0,12,17,3,5,7,0,0,1
1315,"400,000",0,0,0,4,1,0,5,4,1,0
1316,"258,000",0,0,1,10,1,1,0,1,1,0
1317,"290,000",0,0,4,6,1,5,5,4,1,0
1318,"325,000",0,0,10,5,1,3,8,4,1,0
1319,"415,000",0,0,13,11,1,0,0,5,4,0
1320,"325,000",0,0,9,10,1,0,8,4,1,0
1321,"286,000",0,0,1,11,1,0,5,4,2,0
1322,"469,000",0,0,0,8,1,0,4,4,2,0
1323,"270,000",0,0,11,11,1,4,6,2,1,0
1324,"188,000",0,0,14,0,0,0,9,0,1,0
1325,"350,000",0,0,1,11,1,2,2,4,1,0
1326,"495,000",0,0,8,10,1,3,4,3,2,1
1327,"350,000",0,0,6,8,1,5,1,3,1,0
1328,"365,000",0,0,0,4,0,0,1,3,1,0
1329,"335,000",0,0,12,2,0,4,7,0,3,0
1330,"320,000",0,0,0,7,1,5,2,1,1,0
1331,"340,000",0,0,7,9,1,4,2,1,1,0
1332,"430,000",0,0,15,7,1,0,0,4,1,0
1333,"350,000",0,0,10,9,1,5,1,1,1,0
1334,"358,000",0,0,7,12,1,4,2,1,1,0
1335,"360,000",0,0,3,11,1,2,0,5,2,0
1336,"370,000",0,0,3,14,1,4,2,1,1,0
1337,"265,000",0,0,8,13,1,5,3,2,1,0
1338,"420,000",0,0,10,11,1,0,1,4,1,0
1339,"225,000",0,0,14,1,0,0,2,1,1,0
1340,"360,000",0,0,4,11,1,0,2,4,1,0
1341,"425,000",0,0,5,16,1,2,6,4,4,0
1342,"465,000",0,0,2,15,2,1,7,0,0,1
1343,"265,000",0,0,16,3,0,3,9,2,1,0
1344,"450,000",0,0,12,17,3,5,7,0,0,1
1345,"400,000",0,0,0,4,1,0,5,4,1,0
1346,"258,000",0,0,1,10,1,1,0,1,1,0
1347,"290,000",0,0,4,6,1,5,5,4,1,0
1348,"325,000",0,0,10,5,1,3,8,4,1,0
1349,"415,000",0,0,13,11,1,0,0,5,4,0
1350,"325,000",0,0,9,10,1,0,8,4,1,0
1351,"286,000",0,0,1,11,1,0,5,4,2,0
1352,"469,000",0,0,0,8,1,0,4,4,2,0
1353,"270,000",0,0,11,11,1,4,6,2,1,0
1354,"188,000",0,0,14,0,0,0,9,0,1,0
1355,"350,000",0,0,1,11,1,2,2,4,1,0
1356,"495,000",0,0,8,10,1,3,4,3,2,1
1357,"350,000",0,0,6,8,1,5,1,3,1,0
1358,"365,000",0,0,0,4,0,0,1,3,1,0
1359,"335,000",0,0,12,2,0,4,7,0,3,0
1360,"320,000",0,0,0,7,1,5,2,1,1,0
1361,"340,000",0,0,7,9,1,4,2,1,1,0
1362,"430,000",0,0,15,7,1,0,0,4,1,0
1363,"350,000",0,0,10,9,1,5,1,1,1,0
1364,"358,000",0,0,7,12,1,4,2,1,1,0
1365,"360,000",0,0,3,11,1,2,0,5,2,0
1366,"370,000",0,0,3,14,1,4,2,1,1,0
1367,"265,000",0,0,8,13,1,5,3,2,1,0
1368,"420,000",0,0,10,11,1,0,1,4,1,0
1369,"225,000",0,0,14,1,0,0,2,1,1,0
1370,"360,000",0,0,4,11,1,0,2,4,1,0
1371,"425,000",0,0,5,16,1,2,6,4,4,0
1372,"465,000",0,0,2,15,2,1,7,0,0,1
1373,"265,000",0,0,16,3,0,3,9,2,1,0
1374,"450,000",0,0,12,17,3,5,7,0,0,1
1375,"400,000",0,0,0,4,1,0,5,4,1,0
1376,"258,000",0,0,1,10,1,1,0,1,1,0
1377,"290,000",0,0,4,6,1,5,5,4,1,0
1378,"325,000",0,0,10,5,1,3,8,4,1,0
1379,"415,000",0,0,13,11,1,0,0,5,4,0
1380,"325,000",0,0,9,10,1,0,8,4,1,0
1381,"286,000",0,0,1,11,1,0,5,4,2,0
1382,"469,000",0,0,0,8,1,0,4,4,2,0
1383,"270,000",0,0,11,11,1,4,6,2,1,0
1384,"188,000",0,0,14,0,0,0,9,0,1,0
1385,"350,000",0,0,1,11,1,2,2,4,1,0
1386,"495,000",0,0,8,10,1,3,4,3,2,1
1387,"350,000",0,0,6,8,1,5,1,3,1,0
1388,"365,000",0,0,0,4,0,0,1,3,1,0
1389,"335,000",0,0,12,2,0,4,7,0,3,0
1390,"320,000",0,0,0,7,1,5,2,1,1,0
1391,"340,000",0,0,7,9,1,4,2,1,1,0
1392,"430,000",0,0,15,7,1,0,0,4,1,0
1393,"350,000",0,0,10,9,1,5,1,1,1,0
1394,"358,000",0,0,7,12,1,4,2,1,1,0
1395,"360,000",0,0,3,11,1,2,0,5,2,0
1396,"370,000",0,0,3,14,1,4,2,1,1,0
1397,"265,000",0,0,8,13,1,5,3,2,1,0
1398,"420,000",0,0,10,11,1,0,1,4,1,0
1399,"225,000",0,0,14,1,0,0,2,1,1,0
1400,"360,000",0,0,4,11,1,0,2,4,1,0
1401,"425,000",0,0,5,16,1,2,6,4,4,0
1402,"465,000",0,0,2,15,2,1,7,0,0,1
1403,"265,000",0,0,16,3,0,3,9,2,1,0
1404,"450,000",0,0,12,17,3,5,7,0,0,1
1405,"400,000",0,0,0,4,1,0,5,4,1,0
1406,"258,000",0,0,1,10,1,1,0,1,1,0
1407,"290,000",0,0,4,6,1,5,5,4,1,0
1408,"325,000",0,0,10,5,1,3,8,4,1,0
1409,"415,000",0,0,13,11,1,0,0,5,4,0
1410,"325,000",0,0,9,10,1,0,8,4,1,0
1411,"286,000",0,0,1,11,1,0,5,4,2,0
1412,"469,000",0,0,0,8,1,0,4,4,2,0
1413,"270,000",0,0,11,11,1,4,6,2,1,0
1414,"188,000",0,0,14,0,0,0,9,0,1,0
1415,"350,000",0,0,1,11,1,2,2,4,1,0
1416,"495,000",0,0,8,10,1,3,4,3,2,1
1417,"350,000",0,0,6,8,1,5,1,3,1,0
1418,"365,000",0,0,0,4,0,0,1,3,1,0
1419,"335,000",0,0,12,2,0,4,7,0,3,0
1420,"320,000",0,0,0,7,1,5,2,1,1,0
1421,"340,000",0,0,7,9,1,4,2,1,1,0
1422,"430,000",0,0,15,7,1,0,0,4,1,0
1423,"350,000",0,0,10,9,1,5,1,1,1,0
1424,"358,000",0,0,7,12,1,4,2,1,1,0
1425,"360,000",0,0,3,11,1,2,0,5,2,0
1426,"370,000",0,0,3,14,1,4,2,1,1,0
1427,"265,000",0,0,8,13,1,5,3,2,1,0
1428,"420,000",0,0,10,11,1,0,1,4,1,0
1429,"225,000",0,0,14,1,0,0,2,1,1,0
1430,"360,000",0,0,4,11,1,0,2,4,1,0
1431,"425,000",0,0,5,16,1,2,6,4,4,0
1432,"465,000",0,0,2,15,2,1,7,0,0,1
1433,"265,000",0,0,16,3,0,3,9,2,1,0
1434,"450,000",0,0,12,17,3,5,7,0,0,1
1435,"400,000",0,0,0,4,1,0,5,4,1,0
1436,"258,000",0,0,1,10,1,1,0,1,1,0
1437,"290,000",0,0,4,6,1,5,5,4,1,0
1438,"325,000",0,0,10,5,1,3,8,4,1,0
1439,"415,000",0,0,13,11,1,0,0,5,4,0
1440,"325,000",0,0,9,10,1,0,8,4,1,0
1441,"286,000",0,0,1,11,1,0,5,4,2,0
1442,"469,000",0,0,0,8,1,0,4,4,2,0
1443,"270,000",0,0,11,11,1,4,6,2,1,0
1444,"188,000",0,0,14,0,0,0,9,0,1,0
1445,"350,000",0,0,1,11,1,2,2,4,1,0
1446,"495,000",0,0,8,10,1,3,4,3,2,1
1447,"350,000",0,0,6,8,1,5,1,3,1,0
1448,"365,000",0,0,0,4,0,0,1,3,1,0
1449,"335,000",0,0,12,2,0,4,7,0,3,0
1450,"320,000",0,0,0,7,1,5,2,1,1,0
1451,"340,000",0,0,7,9,1,4,2,1,1,0
1452,"430,000",0,0,15,7,1,0,0,4,1,0
1453,"350,000",0,0,10,9,1,5,1,1,1,0
1454,"358,000",0,0,7,12,1,4,2,1,1,0
1455,"360,000",0,0,3,11,1,2,0,5,2,0
1456,"370,000",0,0,3,14,1,4,2,1,1,0
1457,"265,000",0,0,8,13,1,5,3,2,1,0
1458,"420,000",0,0,10,11,1,0,1,4,1,0
1459,"225,000",0,0,14,1,0,0,2,1,1,0
1460,"360,000",0,0,4,11,1,0,2,4,1,0
1461,"425,000",0,0,5,16,1,2,6,4,4,0
1462,"465,000",0,0,2,15,2,1,7,0,0,1
1463,"265,000",0,0,16,3,0,3,9,2,1,0
1464,"450,000",0,0,12,17,3,5,7,0,0,1
1465,"400,000",0,0,0,4,1,0,5,4,1,0
1466,"258,000",0,0,1,10,1,1,0,1,1,0
1467,"290,000",0,0,4,6,1,5,5,4,1,0
1468,"325,000",0,0,10,5,1,3,8,4,1,0
1469,"415,000",0,0,13,11,1,0,0,5,4,0
1470,"325,000",0,0,9,10,1,0,8,4,1,0
1471,"286,000",0,0,1,11,1,0,5,4,2,0
1472,"469,000",0,0,0,8,1,0,4,4,2,0
1473,"270,000",0,0,11,11,1,4,6,2,1,0
1474,"188,000",0,0,14,0,0,0,9,0,1,0
1475,"350,000",0,0,1,11,1,2,2,4,1,0
1476,"495,000",0,0,8,10,1,3,4,3,2,1
1477,"350,000",0,0,6,8,1,5,1,3,1,0
1478,"365,000",0,0,0,4,0,0,1,3,1,0
1479,"335,000",0,0,12,2,0,4,7,0,3,0
1480,"320,000",0,0,0,7,1,5,2,1,1,0
1481,"340,000",0,0,7,9,1,4,2,1,1,0
1482,"430,000",0,0,15,7,1,0,0,4,1,0
1483,"350,000",0,0,10,9,1,5,1,1,1,0
1484,"358,000",0,0,7,12,1,4,2,1,1,0
1485,"360,000",0,0,3,11,1,2,0,5,2,0
1486,"370,000",0,0,3,14,1,4,2,1,1,0
1487,"265,000",0,0,8,13,1,5,3,2,1,0
1488,"420,000",0,0,10,11,1,0,1,4,1,0
1489,"225,000",0,0,14,1,0,0,2,1,1,0
1490,"360,000",0,0,4,11,1,0,2,4,1,0
1491,"425,000",0,0,5,16,1,2,6,4,4,0
1492,"465,000",0,0,2,15,2,1,7,0,0,1
1493,"265,000",0,0,16,3,0,3,9,2,1,0
1494,"450,000",0,0,12,17,3,5,7,0,0,1
1495,"400,000",0,0,0,4,1,0,5,4,1,0
1496,"258,000",0,0,1,10,1,1,0,1,1,0
1497,"290,000",0,0,4,6,1,5,5,4,1,0
1498,"325,000",0,0,10,5,1,3,8,4,1,0
1499,"415,000",0,0,13,11,1,0,0,5,4,0
1500,"325,000",0,0,9,10,1,0,8,4,1,0
1501,"286,000",0,0,1,11,1,0,5,4,2,0
1502,"469,000",0,0,0,8,1,0,4,4,2,0
1503,"270,000",0,0,11,11,1,4,6,2,1,0
1504,"188,000",0,0,14,0,0,0,9,0,1,0
1505,"350,000",0,0,1,11,1,2,2,4,1,0
1506,"495,000",0,0,8,10,1,3,4,3,2,1
1507,"350,000",0,0,6,8,1,5,1,3,1,0
1508,"365,000",0,0,0,4,0,0,1,3,1,0
1509,"335,000",0,0,12,2,0,4,7,0,3,0
1510,"320,000",0,0,0,7,1,5,2,1,1,0
1511,"340,000",0,0,7,9,1,4,2,1,1,0
1512,"430,000",0,0,15,7,1,0,0,4,1,0
1513,"350,000",0,0,10,9,1,5,1,1,1,0
1514,"358,000",0,0,7,12,1,4,2,1,1,0
1515,"360,000",0,0,3,11,1,2,0,5,2,0
1516,"370,000",0,0,3,14,1,4,2,1,1,0
1517,"265,000",0,0,8,13,1,5,3,2,1,0
1518,"420,000",0,0,10,11,1,0,1,4,1,0
1519,"225,000",0,0,14,1,0,0,2,1,1,0
1520,"360,000",0,0,4,11,1,0,2,4,1,0
1521,"425,000",0,0,5,16,1,2,6,4,4,0
1522,"465,000",0,0,2,15,2,1,7,0,0,1
1523,"265,000",0,0,16,3,0,3,9,2,1,0
1524,"450,000",0,0,12,17,3,5,7,0,0,1
1525,"400,000",0,0,0,4,1,0,5,4,1,0
1526,"258,000",0,0,1,10,1,1,0,1,1,0
1527,"290,000",0,0,4,6,1,5,5,4,1,0
1528,"325,000",0,0,10,5,1,3,8,4,1,0
1529,"415,000",0,0,13,11,1,0,0,5,4,0
