,fiyat,il,ilce,mahalle,Net,OdaSayısı,BinanınYASI,BulunduguKAT,BinadakiKatSAYISI,IsıtmaTıpı,BanyoSAYISI
0,"325,000",0,0,9,10,1,0,8,4,1,0
1,"286,000",0,0,1,11,1,0,5,4,2,0
2,"469,000",0,0,0,8,1,0,4,4,2,0
3,"270,000",0,0,11,11,1,4,6,2,1,0
4,"188,000",0,0,14,0,0,0,9,0,1,0
5,"350,000",0,0,1,11,1,2,2,4,1,0
6,"495,000",0,0,8,10,1,3,4,3,2,1
7,"350,000",0,0,6,8,1,5,1,3,1,0
8,"365,000",0,0,0,4,0,0,1,3,1,0
9,"335,000",0,0,12,2,0,4,7,0,3,0
10,"320,000",0,0,0,7,1,5,2,1,1,0
11,"340,000",0,0,7,9,1,4,2,1,1,0
12,"430,000",0,0,15,7,1,0,0,4,1,0
13,"350,000",0,0,10,9,1,5,1,1,1,0
14,"358,000",0,0,7,12,1,4,2,1,1,0
15,"360,000",0,0,3,11,1,2,0,5,2,0
16,"370,000",0,0,3,14,1,4,2,1,1,0
17,"265,000",0,0,8,13,1,5,3,2,1,0
18,"420,000",0,0,10,11,1,0,1,4,1,0
19,"225,000",0,0,14,1,0,0,2,1,1,0
20,"360,000",0,0,4,11,1,0,2,4,1,0
21,"425,000",0,0,5,16,1,2,6,4,4,0
22,"465,000",0,0,2,15,2,1,7,0,0,1
23,"265,000",0,0,16,3,0,3,9,2,1,0
24,"450,000",0,0,12,17,3,5,7,0,0,1
25,"400,000",0,0,0,4,1,0,5,4,1,0
26,"258,000",0,0,1,10,1,1,0,1,1,0
27,"290,000",0,0,4,6,1,5,5,4,1,0
28,"325,000",0,0,10,5,1,3,8,4,1,0
29,"415,000",0,0,13,11,1,0,0,5,4,0
30,"325,000",0,0,9,10,1,0,8,4,1,0
31,"286,000",0,0,1,11,1,0,5,4,2,0
32,"469,000",0,0,0,8,1,0,4,4,2,0
33,"270,000",0,0,11,11,1,4,6,2,1,0
34,"188,000",0,0,14,0,0,0,9,0,1,0
35,"350,000",0,0,1,11,1,2,2,4,1,0
36,"495,000",0,0,8,10,1,3,4,3,2,1
37,"350,000",0,0,6,8,1,5,1,3,1,0
38,"365,000",0,0,0,4,0,0,1,3,1,0
39,"335,000",0,0,12,2,0,4,7,0,3,0
40,"320,000",0,0,0,7,1,5,2,1,1,0
41,"340,000",0,0,7,9,1,4,2,1,1,0
42,"430,000",0,0,15,7,1,0,0,4,1,0
43,"350,000",0,0,10,9,1,5,1,1,1,0
44,"358,000",0,0,7,12,1,4,2,1,1,0
45,"360,000",0,0,3,11,1,2,0,5,2,0
46,"370,000",0,0,3,14,1,4,2,1,1,0
47,"265,000",0,0,8,13,1,5,3,2,1,0
48,"420,000",0,0,10,11,1,0,1,4,1,0
49,"225,000",0,0,14,1,0,0,2,1,1,0
50,"360,000",0,0,4,11,1,0,2,4,1,0
51,"425,000",0,0,5,16,1,2,6,4,4,0
52,"465,000",0,0,2,15,2,1,7,0,0,1
53,"265,000",0,0,16,3,0,3,9,2,1,0
54,"450,000",0,0,12,17,3,5,7,0,0,1
55,"400,000",0,0,0,4,1,0,5,4,1,0
56,"258,000",0,0,1,10,1,1,0,1,1,0
57,"290,000",0,0,4,6,1,5,5,4,1,0
58,"325,000",0,0,10,5,1,3,8,4,1,0
59,"415,000",0,0,13,11,1,0,0,5,4,0
60,"325,000",0,0,9,10,1,0,8,4,1,0
61,"286,000",0,0,1,11,1,0,5,4,2,0
62,"469,000",0,0,0,8,1,0,4,4,2,0
63,"270,000",0,0,11,11,1,4,6,2,1,0
64,"188,000",0,0,14,0,0,0,9,0,1,0
65,"350,000",0,0,1,11,1,2,2,4,1,0
66,"495,000",0,0,8,10,1,3,4,3,2,1
67,"350,000",0,0,6,8,1,5,1,3,1,0
68,"365,000",0,0,0,4,0,0,1,3,1,0
69,"335,000",0,0,12,2,0,4,7,0,3,0
70,"320,000",0,0,0,7,1,5,2,1,1,0
71,"340,000",0,0,7,9,1,4,2,1,1,0
72,"430,000",0,0,15,7,1,0,0,4,1,0
73,"350,000",0,0,10,9,1,5,1,1,1,0
74,"358,000",0,0,7,12,1,4,2,1,1,0
75,"360,000",0,0,3,11,1,2,0,5,2,0
76,"370,000",0,0,3,14,1,4,2,1,1,0
77,"265,000",0,0,8,13,1,5,3,2,1,0
78,"420,000",0,0,10,11,1,0,1,4,1,0
79,"225,000",0,0,14,1,0,0,2,1,1,0
80,"360,000",0,0,4,11,1,0,2,4,1,0
81,"425,000",0,0,5,16,1,2,6,4,4,0
82,"465,000",0,0,2,15,2,1,7,0,0,1
83,"265,000",0,0,16,3,0,3,9,2,1,0
84,"450,000",0,0,12,17,3,5,7,0,0,1
85,"400,000",0,0,0,4,1,0,5,4,1,0
86,"258,000",0,0,1,10,1,1,0,1,1,0
87,"290,000",0,0,4,6,1,5,5,4,1,0
88,"325,000",0,0,10,5,1,3,8,4,1,0
89,"415,000",0,0,13,11,1,0,0,5,4,0
90,"325,000",0,0,9,10,1,0,8,4,1,0
91,"286,000",0,0,1,11,1,0,5,4,2,0
92,"469,000",0,0,0,8,1,0,4,4,2,0
93,"270,000",0,0,11,11,1,4,6,2,1,0
94,"188,000",0,0,14,0,0,0,9,0,1,0
95,"350,000",0,0,1,11,1,2,2,4,1,0
96,"495,000",0,0,8,10,1,3,4,3,2,1
97,"350,000",0,0,6,8,1,5,1,3,1,0
98,"365,000",0,0,0,4,0,0,1,3,1,0
99,"335,000",0,0,12,2,0,4,7,0,3,0
100,"320,000",0,0,0,7,1,5,2,1,1,0
101,"340,000",0,0,7,9,1,4,2,1,1,0
102,"430,000",0,0,15,7,1,0,0,4,1,0
103,"350,000",0,0,10,9,1,5,1,1,1,0
104,"358,000",0,0,7,12,1,4,2,1,1,0
105,"360,000",0,0,3,11,1,2,0,5,2,0
106,"370,000",0,0,3,14,1,4,2,1,1,0
107,"265,000",0,0,8,13,1,5,3,2,1,0
108,"420,000",0,0,10,11,1,0,1,4,1,0
109,"225,000",0,0,14,1,0,0,2,1,1,0
110,"360,000",0,0,4,11,1,0,2,4,1,0
111,"425,000",0,0,5,16,1,2,6,4,4,0
112,"465,000",0,0,2,15,2,1,7,0,0,1
113,"265,000",0,0,16,3,0,3,9,2,1,0
114,"450,000",0,0,12,17,3,5,7,0,0,1
115,"400,000",0,0,0,4,1,0,5,4,1,0
116,"258,000",0,0,1,10,1,1,0,1,1,0
117,"290,000",0,0,4,6,1,5,5,4,1,0
118,"325,000",0,0,10,5,1,3,8,4,1,0
119,"415,000",0,0,13,11,1,0,0,5,4,0
120,"325,000",0,0,9,10,1,0,8,4,1,0
121,"286,000",0,0,1,11,1,0,5,4,2,0
122,"469,000",0,0,0,8,1,0,4,4,2,0
123,"270,000",0,0,11,11,1,4,6,2,1,0
124,"188,000",0,0,14,0,0,0,9,0,1,0
125,"350,000",0,0,1,11,1,2,2,4,1,0
126,"495,000",0,0,8,10,1,3,4,3,2,1
127,"350,000",0,0,6,8,1,5,1,3,1,0
128,"365,000",0,0,0,4,0,0,1,3,1,0
129,"335,000",0,0,12,2,0,4,7,0,3,0
130,"320,000",0,0,0,7,1,5,2,1,1,0
131,"340,000",0,0,7,9,1,4,2,1,1,0
132,"430,000",0,0,15,7,1,0,0,4,1,0
133,"350,000",0,0,10,9,1,5,1,1,1,0
134,"358,000",0,0,7,12,1,4,2,1,1,0
135,"360,000",0,0,3,11,1,2,0,5,2,0
136,"370,000",0,0,3,14,1,4,2,1,1,0
137,"265,000",0,0,8,13,1,5,3,2,1,0
138,"420,000",0,0,10,11,1,0,1,4,1,0
139,"225,000",0,0,14,1,0,0,2,1,1,0
140,"360,000",0,0,4,11,1,0,2,4,1,0
141,"425,000",0,0,5,16,1,2,6,4,4,0
142,"465,000",0,0,2,15,2,1,7,0,0,1
143,"265,000",0,0,16,3,0,3,9,2,1,0
144,"450,000",0,0,12,17,3,5,7,0,0,1
145,"400,000",0,0,0,4,1,0,5,4,1,0
146,"258,000",0,0,1,10,1,1,0,1,1,0
147,"290,000",0,0,4,6,1,5,5,4,1,0
148,"325,000",0,0,10,5,1,3,8,4,1,0
149,"415,000",0,0,13,11,1,0,0,5,4,0
150,"325,000",0,0,9,10,1,0,8,4,1,0
151,"286,000",0,0,1,11,1,0,5,4,2,0
152,"469,000",0,0,0,8,1,0,4,4,2,0
153,"270,000",0,0,11,11,1,4,6,2,1,0
154,"188,000",0,0,14,0,0,0,9,0,1,0
155,"350,000",0,0,1,11,1,2,2,4,1,0
156,"495,000",0,0,8,10,1,3,4,3,2,1
157,"350,000",0,0,6,8,1,5,1,3,1,0
158,"365,000",0,0,0,4,0,0,1,3,1,0
159,"335,000",0,0,12,2,0,4,7,0,3,0
160,"320,000",0,0,0,7,1,5,2,1,1,0
161,"340,000",0,0,7,9,1,4,2,1,1,0
162,"430,000",0,0,15,7,1,0,0,4,1,0
163,"350,000",0,0,10,9,1,5,1,1,1,0
164,"358,000",0,0,7,12,1,4,2,1,1,0
165,"360,000",0,0,3,11,1,2,0,5,2,0
166,"370,000",0,0,3,14,1,4,2,1,1,0
167,"265,000",0,0,8,13,1,5,3,2,1,0
168,"420,000",0,0,10,11,1,0,1,4,1,0
169,"225,000",0,0,14,1,0,0,2,1,1,0
170,"360,000",0,0,4,11,1,0,2,4,1,0
171,"425,000",0,0,5,16,1,2,6,4,4,0
172,"465,000",0,0,2,15,2,1,7,0,0,1
173,"265,000",0,0,16,3,0,3,9,2,1,0
174,"450,000",0,0,12,17,3,5,7,0,0,1
175,"400,000",0,0,0,4,1,0,5,4,1,0
176,"258,000",0,0,1,10,1,1,0,1,1,0
177,"290,000",0,0,4,6,1,5,5,4,1,0
178,"325,000",0,0,10,5,1,3,8,4,1,0
179,"415,000",0,0,13,11,1,0,0,5,4,0
180,"325,000",0,0,9,10,1,0,8,4,1,0
181,"286,000",0,0,1,11,1,0,5,4,2,0
182,"469,000",0,0,0,8,1,0,4,4,2,0
183,"270,000",0,0,11,11,1,4,6,2,1,0
184,"188,000",0,0,14,0,0,0,9,0,1,0
185,"350,000",0,0,1,11,1,2,2,4,1,0
186,"495,000",0,0,8,10,1,3,4,3,2,1
187,"350,000",0,0,6,8,1,5,1,3,1,0
188,"365,000",0,0,0,4,0,0,1,3,1,0
189,"335,000",0,0,12,2,0,4,7,0,3,0
190,"320,000",0,0,0,7,1,5,2,1,1,0
191,"340,000",0,0,7,9,1,4,2,1,1,0
192,"430,000",0,0,15,7,1,0,0,4,1,0
193,"350,000",0,0,10,9,1,5,1,1,1,0
194,"358,000",0,0,7,12,1,4,2,1,1,0
195,"360,000",0,0,3,11,1,2,0,5,2,0
196,"370,000",0,0,3,14,1,4,2,1,1,0
197,"265,000",0,0,8,13,1,5,3,2,1,0
198,"420,000",0,0,10,11,1,0,1,4,1,0
199,"225,000",0,0,14,1,0,0,2,1,1,0
200,"360,000",0,0,4,11,1,0,2,4,1,0
201,"425,000",0,0,5,16,1,2,6,4,4,0
202,"465,000",0,0,2,15,2,1,7,0,0,1
203,"265,000",0,0,16,3,0,3,9,2,1,0
204,"450,000",0,0,12,17,3,5,7,0,0,1
205,"400,000",0,0,0,4,1,0,5,4,1,0
206,"258,000",0,0,1,10,1,1,0,1,1,0
207,"290,000",0,0,4,6,1,5,5,4,1,0
208,"325,000",0,0,10,5,1,3,8,4,1,0
209,"415,000",0,0,13,11,1,0,0,5,4,0
210,"325,000",0,0,9,10,1,0,8,4,1,0
211,"286,000",0,0,1,11,1,0,5,4,2,0
212,"469,000",0,0,0,8,1,0,4,4,2,0
213,"270,000",0,0,11,11,1,4,6,2,1,0
214,"188,000",0,0,14,0,0,0,9,0,1,0
215,"350,000",0,0,1,11,1,2,2,4,1,0
216,"495,000",0,0,8,10,1,3,4,3,2,1
217,"350,000",0,0,6,8,1,5,1,3,1,0
218,"365,000",0,0,0,4,0,0,1,3,1,0
219,"335,000",0,0,12,2,0,4,7,0,3,0
220,"320,000",0,0,0,7,1,5,2,1,1,0
221,"340,000",0,0,7,9,1,4,2,1,1,0
222,"430,000",0,0,15,7,1,0,0,4,1,0
223,"350,000",0,0,10,9,1,5,1,1,1,0
224,"358,000",0,0,7,12,1,4,2,1,1,0
225,"360,000",0,0,3,11,1,2,0,5,2,0
226,"370,000",0,0,3,14,1,4,2,1,1,0
227,"265,000",0,0,8,13,1,5,3,2,1,0
228,"420,000",0,0,10,11,1,0,1,4,1,0
229,"225,000",0,0,14,1,0,0,2,1,1,0
230,"360,000",0,0,4,11,1,0,2,4,1,0
231,"425,000",0,0,5,16,1,2,6,4,4,0
232,"465,000",0,0,2,15,2,1,7,0,0,1
233,"265,000",0,0,16,3,0,3,9,2,1,0
234,"450,000",0,0,12,17,3,5,7,0,0,1
235,"400,000",0,0,0,4,1,0,5,4,1,0
236,"258,000",0,0,1,10,1,1,0,1,1,0
237,"290,000",0,0,4,6,1,5,5,4,1,0
238,"325,000",0,0,10,5,1,3,8,4,1,0
239,"415,000",0,0,13,11,1,0,0,5,4,0
240,"325,000",0,0,9,10,1,0,8,4,1,0
241,"286,000",0,0,1,11,1,0,5,4,2,0
242,"469,000",0,0,0,8,1,0,4,4,2,0
243,"270,000",0,0,11,11,1,4,6,2,1,0
244,"188,000",0,0,14,0,0,0,9,0,1,0
245,"350,000",0,0,1,11,1,2,2,4,1,0
246,"495,000",0,0,8,10,1,3,4,3,2,1
247,"350,000",0,0,6,8,1,5,1,3,1,0
248,"365,000",0,0,0,4,0,0,1,3,1,0
249,"335,000",0,0,12,2,0,4,7,0,3,0
250,"320,000",0,0,0,7,1,5,2,1,1,0
251,"340,000",0,0,7,9,1,4,2,1,1,0
252,"430,000",0,0,15,7,1,0,0,4,1,0
253,"350,000",0,0,10,9,1,5,1,1,1,0
254,"358,000",0,0,7,12,1,4,2,1,1,0
255,"360,000",0,0,3,11,1,2,0,5,2,0
256,"370,000",0,0,3,14,1,4,2,1,1,0
257,"265,000",0,0,8,13,1,5,3,2,1,0
258,"420,000",0,0,10,11,1,0,1,4,1,0
259,"225,000",0,0,14,1,0,0,2,1,1,0
260,"360,000",0,0,4,11,1,0,2,4,1,0
261,"425,000",0,0,5,16,1,2,6,4,4,0
262,"465,000",0,0,2,15,2,1,7,0,0,1
263,"265,000",0,0,16,3,0,3,9,2,1,0
264,"450,000",0,0,12,17,3,5,7,0,0,1
265,"400,000",0,0,0,4,1,0,5,4,1,0
266,"258,000",0,0,1,10,1,1,0,1,1,0
267,"290,000",0,0,4,6,1,5,5,4,1,0
268,"325,000",0,0,10,5,1,3,8,4,1,0
269,"415,000",0,0,13,11,1,0,0,5,4,0
270,"325,000",0,0,9,10,1,0,8,4,1,0
271,"286,000",0,0,1,11,1,0,5,4,2,0
272,"469,000",0,0,0,8,1,0,4,4,2,0
273,"270,000",0,0,11,11,1,4,6,2,1,0
274,"188,000",0,0,14,0,0,0,9,0,1,0
275,"350,000",0,0,1,11,1,2,2,4,1,0
276,"495,000",0,0,8,10,1,3,4,3,2,1
277,"350,000",0,0,6,8,1,5,1,3,1,0
278,"365,000",0,0,0,4,0,0,1,3,1,0
279,"335,000",0,0,12,2,0,4,7,0,3,0
280,"320,000",0,0,0,7,1,5,2,1,1,0
281,"340,000",0,0,7,9,1,4,2,1,1,0
282,"430,000",0,0,15,7,1,0,0,4,1,0
283,"350,000",0,0,10,9,1,5,1,1,1,0
284,"358,000",0,0,7,12,1,4,2,1,1,0
285,"360,000",0,0,3,11,1,2,0,5,2,0
286,"370,000",0,0,3,14,1,4,2,1,1,0
287,"265,000",0,0,8,13,1,5,3,2,1,0
288,"420,000",0,0,10,11,1,0,1,4,1,0
289,"225,000",0,0,14,1,0,0,2,1,1,0
290,"360,000",0,0,4,11,1,0,2,4,1,0
291,"425,000",0,0,5,16,1,2,6,4,4,0
292,"465,000",0,0,2,15,2,1,7,0,0,1
293,"265,000",0,0,16,3,0,3,9,2,1,0
294,"450,000",0,0,12,17,3,5,7,0,0,1
295,"400,000",0,0,0,4,1,0,5,4,1,0
296,"258,000",0,0,1,10,1,1,0,1,1,0
297,"290,000",0,0,4,6,1,5,5,4,1,0
298,"325,000",0,0,10,5,1,3,8,4,1,0
299,"415,000",0,0,13,11,1,0,0,5,4,0
300,"325,000",0,0,9,10,1,0,8,4,1,0
301,"286,000",0,0,1,11,1,0,5,4,2,0
302,"469,000",0,0,0,8,1,0,4,4,2,0
303,"270,000",0,0,11,11,1,4,6,2,1,0
304,"188,000",0,0,14,0,0,0,9,0,1,0
305,"350,000",0,0,1,11,1,2,2,4,1,0
306,"495,000",0,0,8,10,1,3,4,3,2,1
307,"350,000",0,0,6,8,1,5,1,3,1,0
308,"365,000",0,0,0,4,0,0,1,3,1,0
309,"335,000",0,0,12,2,0,4,7,0,3,0
310,"320,000",0,0,0,7,1,5,2,1,1,0
311,"340,000",0,0,7,9,1,4,2,1,1,0
312,"430,000",0,0,15,7,1,0,0,4,1,0
313,"350,000",0,0,10,9,1,5,1,1,1,0
314,"358,000",0,0,7,12,1,4,2,1,1,0
315,"360,000",0,0,3,11,1,2,0,5,2,0
316,"370,000",0,0,3,14,1,4,2,1,1,0
317,"265,000",0,0,8,13,1,5,3,2,1,0
318,"420,000",0,0,10,11,1,0,1,4,1,0
319,"225,000",0,0,14,1,0,0,2,1,1,0
320,"360,000",0,0,4,11,1,0,2,4,1,0
321,"425,000",0,0,5,16,1,2,6,4,4,0
322,"465,000",0,0,2,15,2,1,7,0,0,1
323,"265,000",0,0,16,3,0,3,9,2,1,0
324,"450,000",0,0,12,17,3,5,7,0,0,1
325,"400,000",0,0,0,4,1,0,5,4,1,0
326,"258,000",0,0,1,10,1,1,0,1,1,0
327,"290,000",0,0,4,6,1,5,5,4,1,0
328,"325,000",0,0,10,5,1,3,8,4,1,0
329,"415,000",0,0,13,11,1,0,0,5,4,0
330,"325,000",0,0,9,10,1,0,8,4,1,0
331,"286,000",0,0,1,11,1,0,5,4,2,0
332,"469,000",0,0,0,8,1,0,4,4,2,0
333,"270,000",0,0,11,11,1,4,6,2,1,0
334,"188,000",0,0,14,0,0,0,9,0,1,0
335,"350,000",0,0,1,11,1,2,2,4,1,0
336,"495,000",0,0,8,10,1,3,4,3,2,1
337,"350,000",0,0,6,8,1,5,1,3,1,0
338,"365,000",0,0,0,4,0,0,1,3,1,0
339,"335,000",0,0,12,2,0,4,7,0,3,0
340,"320,000",0,0,0,7,1,5,2,1,1,0
341,"340,000",0,0,7,9,1,4,2,1,1,0
342,"430,000",0,0,15,7,1,0,0,4,1,0
343,"350,000",0,0,10,9,1,5,1,1,1,0
344,"358,000",0,0,7,12,1,4,2,1,1,0
345,"360,000",0,0,3,11,1,2,0,5,2,0
346,"370,000",0,0,3,14,1,4,2,1,1,0
347,"265,000",0,0,8,13,1,5,3,2,1,0
348,"420,000",0,0,10,11,1,0,1,4,1,0
349,"225,000",0,0,14,1,0,0,2,1,1,0
350,"360,000",0,0,4,11,1,0,2,4,1,0
351,"425,000",0,0,5,16,1,2,6,4,4,0
352,"465,000",0,0,2,15,2,1,7,0,0,1
353,"265,000",0,0,16,3,0,3,9,2,1,0
354,"450,000",0,0,12,17,3,5,7,0,0,1
355,"400,000",0,0,0,4,1,0,5,4,1,0
356,"258,000",0,0,1,10,1,1,0,1,1,0
357,"290,000",0,0,4,6,1,5,5,4,1,0
358,"325,000",0,0,10,5,1,3,8,4,1,0
359,"415,000",0,0,13,11,1,0,0,5,4,0
360,"325,000",0,0,9,10,1,0,8,4,1,0
361,"286,000",0,0,1,11,1,0,5,4,2,0
362,"469,000",0,0,0,8,1,0,4,4,2,0
363,"270,000",0,0,11,11,1,4,6,2,1,0
364,"188,000",0,0,14,0,0,0,9,0,1,0
365,"350,000",0,0,1,11,1,2,2,4,1,0
366,"495,000",0,0,8,10,1,3,4,3,2,1
367,"350,000",0,0,6,8,1,5,1,3,1,0
368,"365,000",0,0,0,4,0,0,1,3,1,0
369,"335,000",0,0,12,2,0,4,7,0,3,0
370,"320,000",0,0,0,7,1,5,2,1,1,0
371,"340,000",0,0,7,9,1,4,2,1,1,0
372,"430,000",0,0,15,7,1,0,0,4,1,0
373,"350,000",0,0,10,9,1,5,1,1,1,0
374,"358,000",0,0,7,12,1,4,2,1,1,0
375,"360,000",0,0,3,11,1,2,0,5,2,0
376,"370,000",0,0,3,14,1,4,2,1,1,0
377,"265,000",0,0,8,13,1,5,3,2,1,0
378,"420,000",0,0,10,11,1,0,1,4,1,0
379,"225,000",0,0,14,1,0,0,2,1,1,0
380,"360,000",0,0,4,11,1,0,2,4,1,0
381,"425,000",0,0,5,16,1,2,6,4,4,0
382,"465,000",0,0,2,15,2,1,7,0,0,1
383,"265,000",0,0,16,3,0,3,9,2,1,0
384,"450,000",0,0,12,17,3,5,7,0,0,1
385,"400,000",0,0,0,4,1,0,5,4,1,0
386,"258,000",0,0,1,10,1,1,0,1,1,0
387,"290,000",0,0,4,6,1,5,5,4,1,0
388,"325,000",0,0,10,5,1,3,8,4,1,0
389,"415,000",0,0,13,11,1,0,0,5,4,0
390,"325,000",0,0,9,10,1,0,8,4,1,0
391,"286,000",0,0,1,11,1,0,5,4,2,0
392,"469,000",0,0,0,8,1,0,4,4,2,0
393,"270,000",0,0,11,11,1,4,6,2,1,0
394,"188,000",0,0,14,0,0,0,9,0,1,0
395,"350,000",0,0,1,11,1,2,2,4,1,0
396,"495,000",0,0,8,10,1,3,4,3,2,1
397,"350,000",0,0,6,8,1,5,1,3,1,0
398,"365,000",0,0,0,4,0,0,1,3,1,0
399,"335,000",0,0,12,2,0,4,7,0,3,0
400,"320,000",0,0,0,7,1,5,2,1,1,0
401,"340,000",0,0,7,9,1,4,2,1,1,0
402,"430,000",0,0,15,7,1,0,0,4,1,0
403,"350,000",0,0,10,9,1,5,1,1,1,0
404,"358,000",0,0,7,12,1,4,2,1,1,0
405,"360,000",0,0,3,11,1,2,0,5,2,0
406,"370,000",0,0,3,14,1,4,2,1,1,0
407,"265,000",0,0,8,13,1,5,3,2,1,0
408,"420,000",0,0,10,11,1,0,1,4,1,0
409,"225,000",0,0,14,1,0,0,2,1,1,0
410,"360,000",0,0,4,11,1,0,2,4,1,0
411,"425,000",0,0,5,16,1,2,6,4,4,0
412,"465,000",0,0,2,15,2,1,7,0,0,1
413,"265,000",0,0,16,3,0,3,9,2,1,0
414,"450,000",0,0,12,17,3,5,7,0,0,1
415,"400,000",0,0,0,4,1,0,5,4,1,0
416,"258,000",0,0,1,10,1,1,0,1,1,0
417,"290,000",0,0,4,6,1,5,5,4,1,0
418,"325,000",0,0,10,5,1,3,8,4,1,0
419,"415,000",0,0,13,11,1,0,0,5,4,0
420,"325,000",0,0,9,10,1,0,8,4,1,0
421,"286,000",0,0,1,11,1,0,5,4,2,0
422,"469,000",0,0,0,8,1,0,4,4,2,0
423,"270,000",0,0,11,11,1,4,6,2,1,0
424,"188,000",0,0,14,0,0,0,9,0,1,0
425,"350,000",0,0,1,11,1,2,2,4,1,0
426,"495,000",0,0,8,10,1,3,4,3,2,1
427,"350,000",0,0,6,8,1,5,1,3,1,0
428,"365,000",0,0,0,4,0,0,1,3,1,0
429,"335,000",0,0,12,2,0,4,7,0,3,0
430,"320,000",0,0,0,7,1,5,2,1,1,0
431,"340,000",0,0,7,9,1,4,2,1,1,0
432,"430,000",0,0,15,7,1,0,0,4,1,0
433,"350,000",0,0,10,9,1,5,1,1,1,0
434,"358,000",0,0,7,12,1,4,2,1,1,0
435,"360,000",0,0,3,11,1,2,0,5,2,0
436,"370,000",0,0,3,14,1,4,2,1,1,0
437,"265,000",0,0,8,13,1,5,3,2,1,0
438,"420,000",0,0,10,11,1,0,1,4,1,0
439,"225,000",0,0,14,1,0,0,2,1,1,0
440,"360,000",0,0,4,11,1,0,2,4,1,0
441,"425,000",0,0,5,16,1,2,6,4,4,0
442,"465,000",0,0,2,15,2,1,7,0,0,1
443,"265,000",0,0,16,3,0,3,9,2,1,0
444,"450,000",0,0,12,17,3,5,7,0,0,1
445,"400,000",0,0,0,4,1,0,5,4,1,0
446,"258,000",0,0,1,10,1,1,0,1,1,0
447,"290,000",0,0,4,6,1,5,5,4,1,0
448,"325,000",0,0,10,5,1,3,8,4,1,0
449,"415,000",0,0,13,11,1,0,0,5,4,0
450,"325,000",0,0,9,10,1,0,8,4,1,0
451,"286,000",0,0,1,11,1,0,5,4,2,0
452,"469,000",0,0,0,8,1,0,4,4,2,0
453,"270,000",0,0,11,11,1,4,6,2,1,0
454,"188,000",0,0,14,0,0,0,9,0,1,0
455,"350,000",0,0,1,11,1,2,2,4,1,0
456,"495,000",0,0,8,10,1,3,4,3,2,1
457,"350,000",0,0,6,8,1,5,1,3,1,0
458,"365,000",0,0,0,4,0,0,1,3,1,0
459,"335,000",0,0,12,2,0,4,7,0,3,0
460,"320,000",0,0,0,7,1,5,2,1,1,0
461,"340,000",0,0,7,9,1,4,2,1,1,0
462,"430,000",0,0,15,7,1,0,0,4,1,0
463,"350,000",0,0,10,9,1,5,1,1,1,0
464,"358,000",0,0,7,12,1,4,2,1,1,0
465,"360,000",0,0,3,11,1,2,0,5,2,0
466,"370,000",0,0,3,14,1,4,2,1,1,0
467,"265,000",0,0,8,13,1,5,3,2,1,0
468,"420,000",0,0,10,11,1,0,1,4,1,0
469,"225,000",0,0,14,1,0,0,2,1,1,0
470,"360,000",0,0,4,11,1,0,2,4,1,0
471,"425,000",0,0,5,16,1,2,6,4,4,0
472,"465,000",0,0,2,15,2,1,7,0,0,1
473,"265,000",0,0,16,3,0,3,9,2,1,0
474,"450,000",0,0,12,17,3,5,7,0,0,1
475,"400,000",0,0,0,4,1,0,5,4,1,0
476,"258,000",0,0,1,10,1,1,0,1,1,0
477,"290,000",0,0,4,6,1,5,5,4,1,0
478,"325,000",0,0,10,5,1,3,8,4,1,0
479,"415,000",0,0,13,11,1,0,0,5,4,0
480,"325,000",0,0,9,10,1,0,8,4,1,0
481,"286,000",0,0,1,11,1,0,5,4,2,0
482,"469,000",0,0,0,8,1,0,4,4,2,0
483,"270,000",0,0,11,11,1,4,6,2,1,0
484,"188,000",0,0,14,0,0,0,9,0,1,0
485,"350,000",0,0,1,11,1,2,2,4,1,0
486,"495,000",0,0,8,10,1,3,4,3,2,1
487,"350,000",0,0,6,8,1,5,1,3,1,0
488,"365,000",0,0,0,4,0,0,1,3,1,0
489,"335,000",0,0,12,2,0,4,7,0,3,0
490,"320,000",0,0,0,7,1,5,2,1,1,0
491,"340,000",0,0,7,9,1,4,2,1,1,0
492,"430,000",0,0,15,7,1,0,0,4,1,0
493,"350,000",0,0,10,9,1,5,1,1,1,0
494,"358,000",0,0,7,12,1,4,2,1,1,0
495,"360,000",0,0,3,11,1,2,0,5,2,0
496,"370,000",0,0,3,14,1,4,2,1,1,0
497,"265,000",0,0,8,13,1,5,3,2,1,0
498,"420,000",0,0,10,11,1,0,1,4,1,0
499,"225,000",0,0,14,1,0,0,2,1,1,0
500,"360,000",0,0,4,11,1,0,2,4,1,0
501,"425,000",0,0,5,16,1,2,6,4,4,0
502,"465,000",0,0,2,15,2,1,7,0,0,1
503,"265,000",0,0,16,3,0,3,9,2,1,0
504,"450,000",0,0,12,17,3,5,7,0,0,1
505,"400,000",0,0,0,4,1,0,5,4,1,0
506,"258,000",0,0,1,10,1,1,0,1,1,0
507,"290,000",0,0,4,6,1,5,5,4,1,0
508,"325,000",0,0,10,5,1,3,8,4,1,0
509,"415,000",0,0,13,11,1,0,0,5,4,0
510,"325,000",0,0,9,10,1,0,8,4,1,0
511,"286,000",0,0,1,11,1,0,5,4,2,0
512,"469,000",0,0,0,8,1,0,4,4,2,0
513,"270,000",0,0,11,11,1,4,6,2,1,0
514,"188,000",0,0,14,0,0,0,9,0,1,0
